,employee_id,department,region,education,gender,recruitment_channel,no_of_trainings,age,previous_year_rating,length_of_service,KPIs_met >80%,awards_won?,avg_training_score,is_promoted
313,11892,Procurement,region_12,Bachelor's,f,other,1,25,,1,1,0,69,0
314,16859,Analytics,region_2,Master's & above,m,other,1,50,1.0,7,0,1,79,0
315,26107,Sales & Marketing,region_26,Bachelor's,m,other,1,30,1.0,7,0,0,53,0
316,22511,Technology,region_24,Bachelor's,m,sourcing,1,28,,1,0,0,81,0
317,22865,Analytics,region_20,Master's & above,m,other,1,40,5.0,5,0,1,83,1
318,67467,Finance,region_2,Below Secondary,f,other,1,26,3.0,2,0,0,61,0
319,2268,Technology,region_13,Bachelor's,m,other,1,35,5.0,8,1,0,81,0
320,33517,Sales & Marketing,region_7,Master's & above,m,other,1,37,3.0,7,1,0,52,0
321,27605,Operations,region_22,Master's & above,m,other,1,34,3.0,3,0,0,75,1
322,69349,Operations,region_8,Bachelor's,m,sourcing,1,25,3.0,2,0,0,57,0
323,45496,Sales & Marketing,region_2,,m,other,1,22,5.0,2,0,0,62,1
324,66262,Procurement,region_2,Bachelor's,f,other,2,26,5.0,2,1,0,68,1
325,55425,Technology,region_2,Bachelor's,f,other,1,31,4.0,7,1,0,80,0
326,29543,Finance,region_2,Bachelor's,m,sourcing,4,31,5.0,3,1,0,60,0
327,36547,Analytics,region_25,Bachelor's,m,sourcing,1,32,3.0,6,1,0,86,0
328,11205,Sales & Marketing,region_19,Bachelor's,m,sourcing,1,36,5.0,8,0,0,48,0
329,469,Technology,region_2,Bachelor's,f,sourcing,1,57,3.0,19,0,0,81,0
330,44703,Sales & Marketing,region_2,Bachelor's,f,sourcing,1,42,4.0,9,0,0,51,0
331,14847,Sales & Marketing,region_20,Bachelor's,m,other,1,28,3.0,3,0,0,48,0
332,43689,Analytics,region_12,Bachelor's,m,sourcing,2,33,4.0,3,1,0,86,0
333,72157,Analytics,region_2,Bachelor's,m,sourcing,1,41,3.0,3,0,0,86,0
334,74579,Operations,region_2,Below Secondary,m,other,2,26,,1,0,0,61,0
335,51544,Procurement,region_12,Bachelor's,f,other,1,32,5.0,5,0,1,84,1
336,5128,Operations,region_2,,m,other,1,48,3.0,8,0,0,57,0
337,37952,Operations,region_26,Master's & above,m,other,1,41,3.0,7,0,0,58,0
338,39914,Technology,region_2,Master's & above,m,other,1,31,5.0,4,1,0,82,0
339,74332,Sales & Marketing,region_26,Bachelor's,m,other,1,37,4.0,5,0,0,54,0
340,42886,Analytics,region_29,Bachelor's,m,other,1,30,1.0,4,0,0,84,0
341,53988,Finance,region_2,Below Secondary,m,other,1,26,5.0,2,1,0,60,0
342,49775,Sales & Marketing,region_13,Bachelor's,m,sourcing,1,44,5.0,11,0,0,42,0
343,66965,Operations,region_7,Bachelor's,f,sourcing,1,44,3.0,10,0,0,60,0
344,70197,R&D,region_22,Master's & above,m,other,1,30,4.0,2,1,0,96,1
345,66210,Operations,region_22,Below Secondary,m,other,1,24,3.0,2,0,0,59,0
346,71008,Sales & Marketing,region_27,Bachelor's,m,other,1,40,1.0,10,0,0,49,0
347,52132,Technology,region_11,Master's & above,m,other,1,32,3.0,5,0,0,80,0
348,72604,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,40,5.0,7,0,0,53,0
349,66802,Technology,region_7,Below Secondary,f,other,2,24,4.0,3,1,0,78,0
350,55730,Sales & Marketing,region_26,Bachelor's,m,other,1,45,4.0,15,0,0,64,1
351,8284,Sales & Marketing,region_2,Bachelor's,f,other,1,34,5.0,5,0,0,60,1
352,69715,Operations,region_2,,f,other,1,58,4.0,18,1,0,60,0
353,36117,Technology,region_24,Bachelor's,m,sourcing,1,35,3.0,7,0,0,82,0
354,56139,Sales & Marketing,region_16,,m,other,1,24,4.0,2,0,0,51,0
355,15924,Sales & Marketing,region_23,Bachelor's,m,other,1,35,2.0,8,0,0,48,0
356,41776,Technology,region_23,Bachelor's,m,sourcing,1,31,1.0,2,0,0,81,0
357,25949,Operations,region_29,Bachelor's,m,other,1,33,3.0,5,0,0,60,0
358,51509,HR,region_2,Master's & above,f,sourcing,1,44,3.0,14,0,0,47,0
359,36936,Sales & Marketing,region_28,,m,other,1,24,2.0,2,1,0,52,1
360,25572,Procurement,region_2,Bachelor's,m,other,2,34,2.0,10,0,0,69,0
361,11337,Sales & Marketing,region_22,Bachelor's,m,sourcing,1,37,5.0,2,0,0,54,0
362,34965,Operations,region_26,Bachelor's,m,other,2,31,3.0,4,0,0,63,0
363,38318,Procurement,region_19,Bachelor's,m,other,1,32,3.0,8,0,0,69,0
364,60969,Operations,region_2,Bachelor's,f,other,1,33,5.0,7,1,0,57,0
365,72765,Operations,region_2,,f,sourcing,1,53,3.0,11,0,0,57,0
366,16951,Operations,region_22,Bachelor's,m,sourcing,2,37,5.0,4,1,0,57,0
367,54416,Sales & Marketing,region_15,Bachelor's,m,sourcing,1,30,2.0,5,0,0,49,0
368,4585,Analytics,region_15,Bachelor's,m,sourcing,1,35,5.0,3,1,0,81,0
369,64140,Technology,region_11,Bachelor's,m,sourcing,1,32,3.0,4,0,0,80,0
370,35746,Operations,region_15,Bachelor's,m,sourcing,1,45,3.0,9,0,0,61,0
371,6587,Procurement,region_13,Bachelor's,m,other,1,29,,1,0,0,69,0
372,1901,Sales & Marketing,region_4,Bachelor's,m,sourcing,2,31,3.0,4,0,0,53,0
373,56849,Technology,region_15,Bachelor's,m,sourcing,2,34,3.0,8,0,0,80,0
374,56233,Analytics,region_22,Bachelor's,f,other,1,24,,1,1,0,86,0
375,15844,Operations,region_3,Master's & above,f,other,1,31,5.0,7,1,0,59,0
376,1497,Sales & Marketing,region_10,Master's & above,f,other,1,37,3.0,6,1,0,47,0
377,11488,Sales & Marketing,region_7,Master's & above,m,other,1,42,3.0,12,0,0,48,0
378,59616,Procurement,region_4,Master's & above,m,other,1,40,3.0,6,0,0,72,0
379,9002,Operations,region_2,Bachelor's,m,sourcing,1,37,5.0,5,1,0,64,0
380,63753,Operations,region_22,Bachelor's,m,other,1,50,3.0,8,0,0,57,0
381,9192,Operations,region_21,Bachelor's,m,other,1,28,,1,0,0,61,0
382,30143,HR,region_2,Master's & above,f,referred,1,57,3.0,13,0,0,53,0
383,23360,Sales & Marketing,region_28,Master's & above,m,other,2,42,2.0,10,0,0,46,0
384,53301,Operations,region_2,Master's & above,m,sourcing,1,34,3.0,8,0,0,61,0
385,29073,Operations,region_2,Bachelor's,f,sourcing,1,34,5.0,8,1,0,54,0
386,36460,Operations,region_13,Bachelor's,m,other,1,29,,1,0,0,62,0
387,3171,Operations,region_4,Master's & above,f,referred,1,32,4.0,7,1,0,59,0
388,55062,Operations,region_7,Bachelor's,f,sourcing,1,27,5.0,2,0,0,61,0
389,64798,Analytics,region_22,Bachelor's,m,other,3,30,,1,1,0,83,0
390,7908,Technology,region_33,Master's & above,m,other,1,46,3.0,17,0,0,83,0
391,70048,Sales & Marketing,region_1,Master's & above,m,other,1,37,3.0,10,1,0,49,1
392,63757,Sales & Marketing,region_2,Bachelor's,f,sourcing,1,48,4.0,13,0,0,52,0
393,19046,Technology,region_2,Bachelor's,m,other,1,40,5.0,12,1,0,84,0
394,37427,Technology,region_20,Bachelor's,m,other,1,32,3.0,6,0,0,73,0
395,58138,Sales & Marketing,region_20,Bachelor's,m,other,1,33,1.0,7,0,0,48,0
396,68064,Procurement,region_23,Bachelor's,f,other,1,35,3.0,6,0,0,66,0
397,6711,Sales & Marketing,region_6,,m,sourcing,1,23,3.0,2,0,0,51,0
398,51002,Analytics,region_15,Master's & above,m,other,1,32,3.0,4,0,0,86,0
399,5132,Operations,region_2,Bachelor's,m,sourcing,4,31,3.0,6,0,0,59,0
400,15801,Operations,region_26,Bachelor's,f,other,1,40,4.0,13,0,0,60,0
401,47265,Procurement,region_2,Master's & above,m,other,1,43,2.0,7,0,0,70,0
402,26798,Operations,region_32,Master's & above,m,other,1,38,3.0,6,0,0,60,0
403,72203,Sales & Marketing,region_7,Bachelor's,m,other,1,36,5.0,8,0,0,49,0
404,46862,Procurement,region_7,Master's & above,m,other,1,49,5.0,20,1,0,65,0
405,75629,Sales & Marketing,region_22,Bachelor's,f,sourcing,1,32,1.0,4,0,0,50,0
406,10452,Analytics,region_2,Bachelor's,m,other,2,26,3.0,2,0,0,91,0
407,37017,Analytics,region_7,Bachelor's,m,sourcing,1,55,3.0,18,0,0,87,0
408,76427,HR,region_22,Master's & above,f,other,1,35,3.0,5,0,0,50,0
409,46925,Operations,region_9,Master's & above,f,other,1,36,4.0,6,1,0,59,0
410,43828,Sales & Marketing,region_30,Bachelor's,m,other,1,29,5.0,4,1,0,45,0
411,58383,Procurement,region_4,Bachelor's,m,other,1,46,3.0,19,1,0,72,0
412,20660,R&D,region_27,Bachelor's,m,sourcing,2,30,3.0,4,0,0,84,0
413,46166,Sales & Marketing,region_2,Bachelor's,m,other,1,51,5.0,19,0,0,40,0
414,11123,Sales & Marketing,region_29,Master's & above,m,other,1,37,3.0,7,0,0,54,0
415,67946,Analytics,region_32,,m,other,1,27,3.0,2,0,0,88,0
416,41763,Sales & Marketing,region_26,,m,other,1,43,1.0,4,0,0,49,0
417,40628,HR,region_32,Bachelor's,f,other,1,31,3.0,7,0,0,51,0
418,61482,Operations,region_7,Master's & above,f,sourcing,2,38,4.0,9,1,0,65,0
419,63083,Sales & Marketing,region_2,Master's & above,f,other,1,43,1.0,10,0,0,45,0
420,33789,Technology,region_7,Bachelor's,m,sourcing,3,29,3.0,4,0,0,81,0
421,3540,Technology,region_22,Master's & above,f,sourcing,1,30,3.0,2,0,0,79,0
422,51292,HR,region_2,Bachelor's,f,other,1,49,5.0,22,1,0,50,0
423,137,Analytics,region_7,Master's & above,m,other,1,49,4.0,5,0,0,90,0
424,73204,Sales & Marketing,region_7,Master's & above,m,sourcing,1,36,2.0,5,0,0,48,0
425,73753,Procurement,region_10,Master's & above,m,sourcing,1,33,1.0,3,0,0,71,0
426,49737,Sales & Marketing,region_22,Master's & above,m,other,3,52,3.0,25,0,0,49,0
427,22462,Sales & Marketing,region_32,Bachelor's,f,other,1,29,,1,0,0,53,0
428,36905,Operations,region_7,Bachelor's,m,other,1,37,3.0,11,0,0,56,0
429,16004,Finance,region_22,Below Secondary,m,other,1,25,3.0,3,0,0,61,0
430,10002,HR,region_2,Below Secondary,m,sourcing,1,24,,1,1,0,52,0
431,43176,Technology,region_7,Master's & above,f,referred,1,37,4.0,13,0,0,79,0
432,12538,Operations,region_14,Bachelor's,m,other,1,35,5.0,10,1,0,59,1
433,56140,Technology,region_13,Bachelor's,f,other,1,33,3.0,4,1,0,76,1
434,71196,Procurement,region_2,Bachelor's,f,sourcing,1,33,5.0,9,1,0,71,0
435,57893,Technology,region_2,Bachelor's,f,other,1,59,3.0,28,0,0,78,0
436,5640,Analytics,region_2,Bachelor's,m,sourcing,1,29,,1,0,0,88,0
437,41208,Operations,region_2,Bachelor's,f,other,1,38,2.0,8,0,0,59,0
438,55857,Operations,region_2,Bachelor's,m,sourcing,1,48,4.0,13,0,0,57,0
439,27907,Legal,region_11,Bachelor's,m,other,1,31,3.0,1,1,0,62,0
440,5933,Technology,region_5,Master's & above,f,sourcing,1,32,1.0,5,0,0,77,0
441,44678,Procurement,region_22,Bachelor's,m,other,3,24,3.0,2,0,0,63,0
442,48266,Technology,region_7,Master's & above,m,sourcing,2,37,5.0,5,1,0,77,0
443,46639,Sales & Marketing,region_7,Bachelor's,f,sourcing,1,32,5.0,8,1,0,46,1
444,21523,Sales & Marketing,region_4,Bachelor's,m,other,1,31,3.0,2,0,0,48,0
445,32437,Operations,region_2,Bachelor's,m,sourcing,2,45,3.0,5,1,1,61,0
446,65689,Sales & Marketing,region_2,Bachelor's,m,other,1,57,5.0,6,0,0,45,0
447,73819,Operations,region_15,Master's & above,m,other,2,39,2.0,8,0,0,59,0
448,74019,Procurement,region_2,Master's & above,m,sourcing,1,42,1.0,4,0,0,70,0
449,76698,Operations,region_7,Bachelor's,f,other,1,45,3.0,4,0,1,65,1
450,70387,Operations,region_30,Master's & above,m,sourcing,1,41,3.0,3,1,0,61,0
451,56162,Technology,region_27,Master's & above,f,sourcing,1,41,1.0,11,0,0,74,0
452,26260,Sales & Marketing,region_24,Master's & above,m,sourcing,1,34,1.0,7,0,0,50,0
453,53188,Sales & Marketing,region_31,Bachelor's,m,sourcing,1,47,5.0,18,0,0,52,0
454,34074,Sales & Marketing,region_25,Master's & above,m,sourcing,1,33,5.0,7,1,0,51,0
455,38934,Operations,region_22,Master's & above,f,sourcing,1,48,3.0,15,0,0,69,1
456,39799,Operations,region_15,Bachelor's,m,other,1,34,4.0,3,0,0,60,0
457,40775,Sales & Marketing,region_1,Master's & above,m,other,1,35,5.0,4,1,0,47,0
458,41928,Analytics,region_1,Master's & above,m,sourcing,1,35,5.0,4,1,0,84,0
459,31364,Technology,region_15,Bachelor's,f,sourcing,2,26,3.0,2,0,0,79,0
460,25351,Sales & Marketing,region_14,Master's & above,m,sourcing,1,45,3.0,17,0,0,49,0
461,72690,Sales & Marketing,region_9,Master's & above,f,sourcing,1,31,3.0,1,0,0,54,0
462,11666,Sales & Marketing,region_34,Bachelor's,m,sourcing,1,30,5.0,7,0,0,49,0
463,10167,Sales & Marketing,region_13,Bachelor's,m,sourcing,1,46,1.0,5,0,0,50,0
464,43399,Operations,region_2,Bachelor's,f,other,1,60,5.0,4,1,0,56,0
465,72916,Operations,region_27,Bachelor's,m,other,1,44,5.0,11,1,0,55,0
466,19440,Technology,region_22,Master's & above,m,sourcing,3,35,3.0,3,0,0,86,0
467,55444,Sales & Marketing,region_22,Bachelor's,m,sourcing,2,33,2.0,6,0,0,52,0
468,10360,Operations,region_6,Bachelor's,m,sourcing,1,38,4.0,8,1,0,55,0
469,66637,Technology,region_22,Master's & above,m,sourcing,1,39,3.0,5,0,0,80,0
470,63026,Sales & Marketing,region_26,Bachelor's,m,other,1,30,3.0,2,0,0,50,0
471,53981,Operations,region_5,Bachelor's,m,sourcing,1,31,,1,1,0,65,0
472,66248,Sales & Marketing,region_7,Bachelor's,m,sourcing,1,57,4.0,3,0,0,50,0
473,73279,Sales & Marketing,region_2,Bachelor's,f,other,1,34,1.0,7,0,0,50,0
474,57365,Operations,region_2,Bachelor's,m,other,1,38,3.0,4,1,0,66,0
475,36691,Sales & Marketing,region_14,,m,other,1,24,,1,1,0,55,0
476,31987,Procurement,region_17,Master's & above,m,other,1,45,3.0,16,0,0,87,1
477,73265,Sales & Marketing,region_1,Master's & above,m,other,1,40,1.0,11,0,0,53,0
478,62530,Procurement,region_32,Bachelor's,m,other,2,32,3.0,3,0,0,70,0
479,52716,Sales & Marketing,region_2,Bachelor's,f,sourcing,2,29,3.0,2,0,0,48,0
480,12930,Finance,region_2,Bachelor's,f,other,1,39,4.0,11,0,0,59,0
481,70371,Analytics,region_13,Bachelor's,m,sourcing,1,32,3.0,7,0,0,80,0
482,32774,Operations,region_2,Master's & above,m,other,2,57,4.0,7,1,0,58,0
483,78119,Procurement,region_11,Bachelor's,f,other,1,36,3.0,4,1,0,72,0
484,50338,Sales & Marketing,region_2,Bachelor's,m,other,1,34,1.0,5,0,0,46,0
485,64630,HR,region_22,Master's & above,f,other,1,33,5.0,7,1,0,50,0
486,1830,Technology,region_2,Master's & above,m,sourcing,1,39,2.0,4,1,0,81,0
487,60743,Finance,region_15,Bachelor's,f,sourcing,2,32,4.0,8,0,0,59,0
488,77734,Technology,region_2,Bachelor's,m,referred,1,31,3.0,6,0,0,77,0
489,51440,Sales & Marketing,region_22,Bachelor's,m,other,1,31,1.0,7,1,0,52,0
490,58579,Procurement,region_22,Bachelor's,f,other,1,25,3.0,3,0,0,68,0
491,38123,Sales & Marketing,region_4,Bachelor's,f,sourcing,1,43,5.0,4,1,0,50,0
492,57033,Operations,region_2,Bachelor's,m,sourcing,1,25,,1,0,0,65,0
493,42513,Procurement,region_2,Master's & above,f,other,1,50,1.0,16,0,0,68,0
494,29146,Operations,region_22,Master's & above,m,other,3,32,3.0,4,1,0,64,1
495,72935,Finance,region_32,Bachelor's,m,sourcing,1,28,3.0,2,0,0,59,0
496,16889,Sales & Marketing,region_17,Bachelor's,m,other,1,32,1.0,5,0,0,51,0
497,6181,Sales & Marketing,region_16,Bachelor's,m,sourcing,1,34,5.0,5,0,0,49,0
498,9025,Operations,region_16,Bachelor's,m,other,1,30,5.0,4,0,0,55,0
499,65024,Operations,region_7,Master's & above,f,sourcing,1,33,5.0,6,0,0,74,1
500,61874,Procurement,region_7,Master's & above,m,sourcing,2,46,4.0,19,1,0,70,0
501,30900,Sales & Marketing,region_12,Bachelor's,m,sourcing,1,35,4.0,10,1,0,50,1
502,44381,Operations,region_7,Bachelor's,m,other,1,33,5.0,8,1,0,59,1
503,805,Operations,region_22,Bachelor's,m,sourcing,1,30,4.0,4,0,0,59,0
504,10468,Procurement,region_7,Bachelor's,m,sourcing,2,33,5.0,4,1,0,71,0
505,54127,Sales & Marketing,region_13,Bachelor's,m,other,1,28,4.0,5,0,0,52,0
506,63027,Technology,region_24,Master's & above,m,other,1,38,3.0,8,0,0,84,0
507,26944,Sales & Marketing,region_2,Bachelor's,f,sourcing,1,34,2.0,7,1,0,49,1
508,6788,Sales & Marketing,region_2,,f,other,2,40,,1,1,0,51,0
509,51318,Procurement,region_31,Bachelor's,f,sourcing,2,30,3.0,5,0,0,73,0
510,30551,Operations,region_12,Bachelor's,f,sourcing,1,29,2.0,7,0,0,60,0
511,74141,R&D,region_26,Bachelor's,m,sourcing,1,30,3.0,3,0,0,83,0
512,16399,Sales & Marketing,region_31,Bachelor's,m,sourcing,1,38,4.0,10,0,0,50,0
513,10389,Operations,region_7,Bachelor's,m,other,3,40,3.0,11,0,0,60,0
514,15369,Analytics,region_22,,f,other,1,29,4.0,5,0,0,86,0
515,41337,HR,region_2,Master's & above,f,sourcing,1,53,4.0,25,0,0,47,0
516,633,Sales & Marketing,region_17,Bachelor's,f,sourcing,1,26,3.0,2,0,0,49,0
517,30155,Analytics,region_32,Bachelor's,m,other,2,28,,1,0,0,82,0
518,59337,Analytics,region_22,Master's & above,m,sourcing,1,26,,1,1,0,84,0
519,3968,Procurement,region_10,Bachelor's,m,other,1,28,3.0,4,0,0,65,0
520,1709,HR,region_7,Bachelor's,f,sourcing,1,30,3.0,3,0,0,51,0
521,1588,Operations,region_15,Master's & above,m,other,1,59,4.0,4,1,0,56,0
522,573,R&D,region_22,Bachelor's,f,other,1,29,,1,1,0,86,0
523,24750,Technology,region_14,Bachelor's,m,sourcing,1,31,3.0,4,0,0,83,0
524,9098,Procurement,region_7,Bachelor's,f,other,1,26,3.0,2,0,0,69,0
525,41768,Operations,region_19,Master's & above,f,sourcing,1,37,3.0,10,0,0,62,0
526,43660,Operations,region_8,Bachelor's,f,sourcing,1,25,3.0,1,0,0,62,0
527,8027,Technology,region_31,Bachelor's,m,other,1,27,2.0,3,1,0,78,0
528,15774,Operations,region_2,Master's & above,m,sourcing,1,39,4.0,10,0,0,60,0
529,4857,Analytics,region_28,Bachelor's,m,other,1,36,5.0,3,1,0,91,1
530,58988,Procurement,region_23,Master's & above,m,other,2,35,5.0,6,1,0,91,1
531,54550,Technology,region_8,Bachelor's,f,other,1,28,,1,0,0,81,0
532,31552,Sales & Marketing,region_21,Bachelor's,m,other,1,30,,1,1,0,50,0
533,76968,Procurement,region_22,Master's & above,m,sourcing,1,37,5.0,9,1,0,75,0
534,73203,Technology,region_28,Master's & above,m,sourcing,2,35,1.0,9,0,0,80,0
535,60095,Sales & Marketing,region_28,Master's & above,f,other,1,30,1.0,5,0,0,54,0
536,6731,R&D,region_29,Bachelor's,m,sourcing,1,30,5.0,1,0,0,96,1
537,39725,Technology,region_2,Bachelor's,m,other,1,45,4.0,3,0,0,83,0
538,70021,Procurement,region_23,Master's & above,m,other,1,36,3.0,7,1,0,71,0
539,22958,Sales & Marketing,region_11,Bachelor's,m,sourcing,1,37,3.0,4,0,0,50,0
540,21955,Procurement,region_2,Bachelor's,f,sourcing,2,39,3.0,4,0,0,73,0
541,72984,Operations,region_19,Bachelor's,m,other,1,37,5.0,6,0,0,59,0
542,63667,Procurement,region_26,Bachelor's,m,other,1,28,,1,0,0,82,1
543,4147,Procurement,region_22,Master's & above,m,sourcing,1,40,3.0,12,0,0,70,0
544,28714,Sales & Marketing,region_3,Bachelor's,m,other,1,30,5.0,3,1,0,52,0
545,51959,Operations,region_31,Master's & above,m,other,1,36,4.0,7,0,0,56,0
546,68716,Sales & Marketing,region_15,Bachelor's,f,other,1,27,2.0,4,0,0,57,0
547,30802,Operations,region_11,Bachelor's,f,other,1,29,1.0,4,0,0,57,0
548,34542,Technology,region_2,Bachelor's,f,sourcing,7,31,3.0,5,1,0,82,0
549,32970,Procurement,region_22,Master's & above,m,other,1,36,4.0,7,1,0,67,0
550,10936,Operations,region_12,Bachelor's,m,other,1,30,4.0,4,0,0,57,0
551,20326,Analytics,region_28,Master's & above,m,other,2,32,3.0,6,1,0,86,0
552,38445,Sales & Marketing,region_15,Bachelor's,m,sourcing,1,29,5.0,2,0,0,50,0
553,18621,Sales & Marketing,region_2,Bachelor's,f,other,1,29,,1,0,0,45,0
554,10345,Sales & Marketing,region_22,Master's & above,m,other,2,38,1.0,8,0,0,47,0
555,25834,Procurement,region_2,Master's & above,f,other,1,51,3.0,15,0,0,71,0
556,333,Finance,region_22,Master's & above,m,other,1,32,3.0,8,0,0,58,0
557,28850,Technology,region_14,Master's & above,f,sourcing,1,36,3.0,5,1,0,83,0
558,61888,Operations,region_15,Bachelor's,m,sourcing,2,30,5.0,5,1,0,57,0
559,30928,Finance,region_26,Bachelor's,f,sourcing,1,26,3.0,5,0,0,56,0
560,21230,R&D,region_7,Bachelor's,m,sourcing,2,32,5.0,3,1,0,83,1
561,22445,Sales & Marketing,region_30,Bachelor's,m,other,2,26,3.0,3,0,0,50,0
562,57206,Analytics,region_28,Bachelor's,m,sourcing,1,30,4.0,2,0,0,83,0
563,57587,Sales & Marketing,region_6,Bachelor's,f,other,1,28,1.0,2,0,0,50,0
564,29950,Sales & Marketing,region_26,Bachelor's,m,sourcing,1,40,3.0,18,1,0,55,1
565,1825,Legal,region_2,Bachelor's,m,other,1,33,1.0,6,0,0,66,0
566,5272,Operations,region_2,Below Secondary,f,sourcing,1,24,,1,0,0,73,1
567,49389,Legal,region_27,Below Secondary,m,other,1,27,,1,1,0,59,0
568,66875,Operations,region_29,Bachelor's,m,sourcing,1,30,4.0,2,1,0,61,0
569,51071,Sales & Marketing,region_4,Master's & above,f,sourcing,1,37,3.0,9,0,0,44,0
570,62499,Operations,region_2,,f,other,1,33,3.0,9,0,0,58,0
571,4566,Analytics,region_2,Bachelor's,m,other,2,31,3.0,2,0,0,84,0
572,77674,Sales & Marketing,region_31,Bachelor's,m,sourcing,1,43,3.0,3,0,0,48,0
573,70679,Sales & Marketing,region_2,Master's & above,f,other,1,39,1.0,10,1,0,52,1
574,20516,Sales & Marketing,region_2,,m,other,1,24,3.0,2,1,1,81,1
575,45145,Procurement,region_4,Master's & above,m,other,1,41,2.0,12,0,0,71,0
576,45721,R&D,region_4,Master's & above,m,other,1,35,5.0,4,1,0,85,0
577,52241,Sales & Marketing,region_7,Bachelor's,m,sourcing,1,24,,1,0,0,49,0
578,23337,Sales & Marketing,region_1,Master's & above,m,sourcing,3,33,2.0,7,0,0,53,0
579,8386,Sales & Marketing,region_17,Master's & above,m,other,1,35,3.0,3,0,0,47,0
580,70491,Sales & Marketing,region_15,Bachelor's,m,sourcing,1,30,2.0,8,1,1,50,0
581,23241,Procurement,region_15,Bachelor's,m,other,1,29,3.0,2,0,0,68,0
582,54003,Sales & Marketing,region_6,Bachelor's,m,other,1,28,5.0,2,1,0,50,0
583,24843,Operations,region_2,Master's & above,f,other,1,48,5.0,15,1,0,61,0
584,35222,Technology,region_2,Bachelor's,m,other,1,31,3.0,3,0,0,79,0
585,47183,Sales & Marketing,region_1,Bachelor's,m,other,1,26,1.0,3,1,0,50,0
586,22660,Sales & Marketing,region_27,,m,sourcing,2,24,,1,0,0,47,0
587,11943,Technology,region_27,Bachelor's,f,referred,1,30,,1,1,0,76,0
588,57744,Operations,region_8,Master's & above,f,sourcing,1,38,3.0,2,1,0,61,0
589,29142,Sales & Marketing,region_31,,m,sourcing,1,27,5.0,3,1,0,49,0
590,15620,Technology,region_2,Master's & above,f,other,1,49,1.0,24,0,0,77,0
591,44301,Technology,region_11,Bachelor's,f,other,1,32,,1,0,0,80,0
592,24875,Operations,region_34,Bachelor's,m,other,1,26,,1,0,0,65,0
593,61614,Sales & Marketing,region_2,Bachelor's,f,other,1,35,5.0,7,0,0,48,0
594,73393,Finance,region_2,Bachelor's,f,other,2,46,3.0,3,0,0,59,0
595,27459,Procurement,region_22,Master's & above,m,other,1,34,2.0,6,0,0,69,0
596,27533,Finance,region_22,Bachelor's,f,sourcing,2,30,1.0,3,1,0,59,0
597,47584,Procurement,region_2,,f,sourcing,1,53,1.0,11,0,0,67,0
598,75636,Sales & Marketing,region_4,Master's & above,m,sourcing,1,49,3.0,17,0,0,48,0
599,18390,Procurement,region_27,Master's & above,f,other,1,35,3.0,5,0,0,68,0
600,69146,R&D,region_22,Master's & above,m,other,1,34,4.0,4,0,0,83,0
601,10122,Sales & Marketing,region_30,Bachelor's,m,other,7,26,2.0,5,0,0,46,0
602,20927,Sales & Marketing,region_1,Bachelor's,m,sourcing,2,29,,1,0,0,47,0
603,60018,Operations,region_7,Master's & above,f,other,1,37,3.0,4,0,0,58,0
604,68791,Analytics,region_27,Bachelor's,m,other,2,25,4.0,2,0,0,80,0
605,25354,Sales & Marketing,region_2,Bachelor's,m,other,1,47,4.0,16,1,0,48,1
